id_detalle_venta,id_venta,id_producto,cantidad,precio_unitario_venta,costo_unitario_venta,descuento_linea,impuesto_linea,subtotal_linea,total_linea
434,147,17,4,37.05,19.07,0.00,0.00,148.20,148.20
435,147,58,4,4.90,2.92,0.00,0.00,19.60,19.60
436,147,51,5,23.50,17.62,0.00,0.00,117.50,117.50
437,147,58,1,4.46,2.92,0.00,0.00,4.46,4.46
438,147,55,5,5.33,2.53,0.00,0.00,26.65,26.65
439,147,16,2,5.86,3.65,0.00,0.00,11.72,11.72
440,147,52,5,35.40,23.52,0.00,0.00,177.00,177.00
441,148,35,2,20.77,12.45,0.00,0.00,41.54,41.54
442,148,59,1,4.54,1.97,0.00,0.00,4.54,4.54
443,149,50,4,25.19,13.05,0.00,0.00,100.76,100.76
444,149,7,1,8.87,4.00,0.00,0.00,8.87,8.87
445,149,35,5,21.16,12.45,0.00,0.00,105.80,105.80
446,150,35,5,21.87,12.45,0.00,0.00,109.35,109.35
447,150,18,1,19.97,12.26,0.00,0.00,19.97,19.97
448,150,29,1,11.25,7.21,0.00,0.00,11.25,11.25
449,150,42,5,11.37,5.39,0.00,0.00,56.85,56.85
450,151,25,3,5.32,3.77,0.00,0.00,15.96,15.96
451,151,56,3,13.38,5.85,0.00,0.00,40.14,40.14
452,151,17,2,36.55,19.07,0.00,0.00,73.10,73.10
453,151,58,2,4.57,2.92,0.00,0.00,9.14,9.14
454,152,24,1,31.68,14.40,0.00,0.00,31.68,31.68
455,152,38,4,7.63,4.85,0.00,0.00,30.52,30.52
456,152,32,5,27.88,17.58,0.00,0.00,139.40,139.40
457,152,10,4,12.43,6.42,0.00,0.00,49.72,49.72
458,152,38,4,7.48,4.85,0.00,0.00,29.92,29.92
459,153,19,5,33.71,20.01,0.00,0.00,168.55,168.55
460,153,14,5,3.78,2.08,0.00,0.00,18.90,18.90
461,153,1,3,16.09,8.14,0.00,0.00,48.27,48.27
462,154,59,3,4.19,1.97,0.00,0.00,12.57,12.57
463,154,1,4,15.44,8.14,0.00,0.00,61.76,61.76
464,154,56,5,12.61,5.85,0.00,0.00,63.05,63.05
465,154,58,2,4.86,2.92,0.00,0.00,9.72,9.72
466,155,38,2,7.36,4.85,0.00,0.00,14.72,14.72
467,155,12,5,6.98,3.53,0.00,0.00,34.90,34.90
468,155,33,1,9.86,6.80,0.00,0.00,9.86,9.86
469,156,58,4,4.28,2.92,0.00,0.00,17.12,17.12
470,156,17,1,33.13,19.07,0.00,0.00,33.13,33.13
471,157,35,4,22.40,12.45,0.00,0.00,89.60,89.60
472,157,25,2,5.49,3.77,0.00,0.00,10.98,10.98
473,157,41,2,27.90,17.87,0.00,0.00,55.80,55.80
474,158,60,3,3.61,1.51,0.00,0.00,10.83,10.83
475,158,54,5,10.34,5.48,0.00,0.00,51.70,51.70
476,158,16,1,5.26,3.65,0.00,0.00,5.26,5.26
477,158,32,4,29.53,17.58,0.00,0.00,118.12,118.12
478,159,12,4,7.01,3.53,0.00,0.00,28.04,28.04
479,159,44,3,13.99,9.30,0.00,0.00,41.97,41.97
480,159,16,2,5.80,3.65,0.00,0.00,11.60,11.60
481,160,19,5,37.15,20.01,0.00,0.00,185.75,185.75
482,160,12,1,6.43,3.53,0.00,0.00,6.43,6.43
483,160,21,5,10.61,5.46,0.00,0.00,53.05,53.05
484,160,26,4,5.38,3.42,0.00,0.00,21.52,21.52
485,160,43,2,15.20,10.28,0.00,0.00,30.40,30.40
486,160,47,3,33.24,15.78,0.00,0.00,99.72,99.72
487,160,46,2,21.13,14.53,0.00,0.00,42.26,42.26
488,161,58,1,4.65,2.92,0.00,0.00,4.65,4.65
489,161,48,5,39.37,17.58,0.00,0.00,196.85,196.85
490,162,41,3,26.36,17.87,0.00,0.00,79.08,79.08
491,162,39,2,27.25,16.63,0.00,0.00,54.50,54.50
492,163,9,2,4.29,2.11,0.00,0.00,8.58,8.58
493,163,50,5,25.61,13.05,0.00,0.00,128.05,128.05
494,164,4,1,8.03,4.13,0.00,0.00,8.03,8.03
495,164,13,1,9.44,6.09,0.00,0.00,9.44,9.44
496,165,14,4,3.54,2.08,0.00,0.00,14.16,14.16
497,165,57,3,6.87,4.03,0.00,0.00,20.61,20.61
498,165,41,5,28.06,17.87,0.00,0.00,140.30,140.30
499,165,15,3,3.88,1.91,0.00,0.00,11.64,11.64
500,165,46,5,22.85,14.53,0.00,0.00,114.25,114.25
501,166,27,2,10.53,5.35,0.00,0.00,21.06,21.06
502,166,35,5,21.26,12.45,0.00,0.00,106.30,106.30
503,166,20,1,10.40,7.01,0.00,0.00,10.40,10.40
504,166,23,3,11.35,6.91,0.00,0.00,34.05,34.05
505,166,51,4,26.09,17.62,0.00,0.00,104.36,104.36
506,167,48,2,41.22,17.58,0.00,0.00,82.44,82.44
507,167,51,1,26.03,17.62,0.00,0.00,26.03,26.03
508,167,54,4,10.76,5.48,0.00,0.00,43.04,43.04
509,168,14,3,3.47,2.08,0.00,0.00,10.41,10.41
510,168,31,3,5.08,3.03,0.00,0.00,15.24,15.24
511,168,60,3,3.56,1.51,0.00,0.00,10.68,10.68
512,168,24,2,31.84,14.40,0.00,0.00,63.68,63.68
513,169,39,2,25.58,16.63,0.00,0.00,51.16,51.16
514,169,32,4,28.39,17.58,0.00,0.00,113.56,113.56
515,169,23,1,12.23,6.91,0.00,0.00,12.23,12.23
516,170,4,1,8.13,4.13,0.00,0.00,8.13,8.13
517,170,29,5,10.78,7.21,0.00,0.00,53.90,53.90
518,170,23,1,12.65,6.91,0.00,0.00,12.65,12.65
519,171,42,1,10.91,5.39,0.00,0.00,10.91,10.91
520,171,50,4,25.58,13.05,0.00,0.00,102.32,102.32
521,172,51,2,24.37,17.62,0.00,0.00,48.74,48.74
522,173,6,4,6.22,3.45,0.00,0.00,24.88,24.88
523,173,22,4,15.98,11.58,0.00,0.00,63.92,63.92
524,174,34,1,14.11,6.89,0.00,0.00,14.11,14.11
525,174,2,2,11.27,7.99,0.00,0.00,22.54,22.54
526,174,42,4,11.43,5.39,0.00,0.00,45.72,45.72
527,175,46,2,20.30,14.53,0.00,0.00,40.60,40.60
528,175,13,3,9.90,6.09,0.00,0.00,29.70,29.70
529,175,36,5,19.06,11.38,0.00,0.00,95.30,95.30
530,176,36,4,19.92,11.38,0.00,0.00,79.68,79.68
531,176,54,3,10.69,5.48,0.00,0.00,32.07,32.07
532,176,52,4,33.94,23.52,0.00,0.00,135.76,135.76
533,177,48,4,39.88,17.58,0.00,0.00,159.52,159.52
534,178,23,4,11.51,6.91,0.00,0.00,46.04,46.04
535,178,15,1,4.38,1.91,0.00,0.00,4.38,4.38
536,179,21,4,11.18,5.46,0.00,0.00,44.72,44.72
537,180,56,2,12.92,5.85,0.00,0.00,25.84,25.84
538,180,60,2,3.40,1.51,0.00,0.00,6.80,6.80
539,180,56,1,12.34,5.85,0.00,0.00,12.34,12.34
540,181,17,2,36.42,19.07,0.00,0.00,72.84,72.84
541,181,9,4,4.40,2.11,0.00,0.00,17.60,17.60
542,181,15,2,3.82,1.91,0.00,0.00,7.64,7.64
543,181,49,5,19.06,10.66,0.00,0.00,95.30,95.30
544,182,10,1,12.35,6.42,0.00,0.00,12.35,12.35
545,182,25,3,5.71,3.77,0.00,0.00,17.13,17.13
546,183,58,4,4.81,2.92,0.00,0.00,19.24,19.24
547,183,29,4,10.69,7.21,0.00,0.00,42.76,42.76
548,184,57,3,6.44,4.03,0.00,0.00,19.32,19.32
549,184,51,3,25.74,17.62,0.00,0.00,77.22,77.22
550,185,35,3,20.98,12.45,0.00,0.00,62.94,62.94
551,185,37,5,8.70,5.38,0.00,0.00,43.50,43.50
552,185,36,2,20.65,11.38,0.00,0.00,41.30,41.30
553,185,41,5,27.50,17.87,0.00,0.00,137.50,137.50
554,186,5,5,6.08,2.76,0.00,0.00,30.40,30.40
555,186,51,1,26.35,17.62,0.00,0.00,26.35,26.35
556,186,9,3,4.60,2.11,0.00,0.00,13.80,13.80
557,186,49,5,18.61,10.66,0.00,0.00,93.05,93.05
558,186,20,5,9.97,7.01,0.00,0.00,49.85,49.85
559,186,19,2,37.50,20.01,0.00,0.00,75.00,75.00
560,186,19,4,36.86,20.01,0.00,0.00,147.44,147.44
561,187,11,3,3.64,2.23,0.00,0.00,10.92,10.92
562,187,25,3,5.50,3.77,0.00,0.00,16.50,16.50
563,187,31,2,5.23,3.03,0.00,0.00,10.46,10.46
564,187,18,1,19.71,12.26,0.00,0.00,19.71,19.71
565,187,60,1,3.41,1.51,0.00,0.00,3.41,3.41
566,188,8,1,8.20,5.34,0.00,0.00,8.20,8.20
567,188,60,1,3.28,1.51,0.00,0.00,3.28,3.28
568,189,49,2,18.53,10.66,0.00,0.00,37.06,37.06
569,189,17,1,36.62,19.07,0.00,0.00,36.62,36.62
570,189,40,4,15.59,8.61,0.00,0.00,62.36,62.36
571,189,17,3,36.87,19.07,0.00,0.00,110.61,110.61
572,190,21,1,10.47,5.46,0.00,0.00,10.47,10.47
573,190,53,4,21.18,12.61,0.00,0.00,84.72,84.72
574,190,17,5,35.55,19.07,0.00,0.00,177.75,177.75
575,190,36,1,20.52,11.38,0.00,0.00,20.52,20.52
576,191,37,4,7.88,5.38,0.00,0.00,31.52,31.52
577,191,2,3,12.66,7.99,0.00,0.00,37.98,37.98
578,192,44,5,13.96,9.30,0.00,0.00,69.80,69.80
579,192,2,3,12.08,7.99,0.00,0.00,36.24,36.24
580,193,31,3,5.25,3.03,0.00,0.00,15.75,15.75
581,193,51,4,24.78,17.62,0.00,0.00,99.12,99.12
582,193,44,1,12.93,9.30,0.00,0.00,12.93,12.93
583,193,14,5,3.57,2.08,0.00,0.00,17.85,17.85
584,194,49,5,19.90,10.66,0.00,0.00,99.50,99.50
585,194,1,1,16.54,8.14,0.00,0.00,16.54,16.54
586,194,19,4,37.33,20.01,0.00,0.00,149.32,149.32
587,195,37,1,8.19,5.38,0.00,0.00,8.19,8.19
588,195,56,1,12.43,5.85,0.00,0.00,12.43,12.43
589,195,30,4,10.78,5.71,0.00,0.00,43.12,43.12
590,195,56,1,12.88,5.85,0.00,0.00,12.88,12.88
591,196,59,2,4.64,1.97,0.00,0.00,9.28,9.28
592,196,30,1,11.09,5.71,0.00,0.00,11.09,11.09
593,197,34,4,13.41,6.89,0.00,0.00,53.64,53.64
594,197,53,2,22.45,12.61,0.00,0.00,44.90,44.90
595,197,30,4,11.03,5.71,0.00,0.00,44.12,44.12
596,198,10,2,11.45,6.42,0.00,0.00,22.90,22.90
597,198,8,3,8.52,5.34,0.00,0.00,25.56,25.56
598,198,17,3,36.73,19.07,0.00,0.00,110.19,110.19
599,199,35,3,21.73,12.45,0.00,0.00,65.19,65.19
600,200,24,4,32.49,14.40,0.00,0.00,129.96,129.96
601,200,18,2,19.71,12.26,0.00,0.00,39.42,39.42
602,200,8,5,8.63,5.34,0.00,0.00,43.15,43.15
603,201,4,2,8.00,4.13,0.00,0.00,16.00,16.00
604,202,22,4,16.54,11.58,0.00,0.00,66.16,66.16
605,203,30,1,10.87,5.71,0.00,0.00,10.87,10.87
606,203,53,4,21.53,12.61,0.00,0.00,86.12,86.12
607,204,25,2,5.58,3.77,0.00,0.00,11.16,11.16
608,204,41,2,25.86,17.87,0.00,0.00,51.72,51.72
609,204,41,1,28.59,17.87,0.00,0.00,28.59,28.59
610,204,53,2,23.20,12.61,0.00,0.00,46.40,46.40
611,204,48,4,37.25,17.58,0.00,0.00,149.00,149.00
612,204,13,4,9.59,6.09,0.00,0.00,38.36,38.36
613,205,49,1,19.70,10.66,0.00,0.00,19.70,19.70
614,205,49,3,19.95,10.66,0.00,0.00,59.85,59.85
615,205,48,3,39.69,17.58,0.00,0.00,119.07,119.07
616,206,17,2,33.94,19.07,0.00,0.00,67.88,67.88
617,207,26,2,5.72,3.42,0.00,0.00,11.44,11.44
618,207,22,3,16.55,11.58,0.00,0.00,49.65,49.65
619,207,8,4,8.58,5.34,0.00,0.00,34.32,34.32
620,208,58,2,4.38,2.92,0.00,0.00,8.76,8.76
621,208,40,4,15.30,8.61,0.00,0.00,61.20,61.20
622,209,17,2,33.22,19.07,0.00,0.00,66.44,66.44
623,209,6,1,5.78,3.45,0.00,0.00,5.78,5.78
624,209,38,2,8.01,4.85,0.00,0.00,16.02,16.02
625,209,18,4,18.53,12.26,0.00,0.00,74.12,74.12
626,210,20,5,10.37,7.01,0.00,0.00,51.85,51.85
627,211,55,1,5.60,2.53,0.00,0.00,5.60,5.60
628,212,53,2,22.26,12.61,0.00,0.00,44.52,44.52
629,212,47,2,30.18,15.78,0.00,0.00,60.36,60.36
630,212,18,4,19.24,12.26,0.00,0.00,76.96,76.96
631,212,39,3,26.02,16.63,0.00,0.00,78.06,78.06
632,213,17,3,35.33,19.07,0.00,0.00,105.99,105.99
633,213,34,2,12.41,6.89,0.00,0.00,24.82,24.82
634,214,60,1,3.53,1.51,0.00,0.00,3.53,3.53
635,214,56,2,12.18,5.85,0.00,0.00,24.36,24.36
636,215,33,2,10.89,6.80,0.00,0.00,21.78,21.78
637,215,27,4,11.03,5.35,0.00,0.00,44.12,44.12
638,216,1,5,14.92,8.14,0.00,0.00,74.60,74.60
639,216,30,4,10.52,5.71,0.00,0.00,42.08,42.08
640,216,12,2,7.26,3.53,0.00,0.00,14.52,14.52
641,216,6,5,5.64,3.45,0.00,0.00,28.20,28.20
642,217,57,4,6.81,4.03,0.00,0.00,27.24,27.24
643,217,56,1,13.35,5.85,0.00,0.00,13.35,13.35
644,217,43,2,15.21,10.28,0.00,0.00,30.42,30.42
645,217,38,4,7.98,4.85,0.00,0.00,31.92,31.92
646,218,30,3,10.99,5.71,0.00,0.00,32.97,32.97
647,218,47,2,31.49,15.78,0.00,0.00,62.98,62.98
648,218,40,4,16.98,8.61,0.00,0.00,67.92,67.92
649,219,35,3,22.19,12.45,0.00,0.00,66.57,66.57
650,219,25,5,5.22,3.77,0.00,0.00,26.10,26.10
651,219,16,2,5.98,3.65,0.00,0.00,11.96,11.96
652,219,13,3,10.04,6.09,0.00,0.00,30.12,30.12
653,220,44,5,13.36,9.30,0.00,0.00,66.80,66.80
654,220,16,3,5.76,3.65,0.00,0.00,17.28,17.28
655,221,53,4,23.28,12.61,0.00,0.00,93.12,93.12
656,221,59,1,4.68,1.97,0.00,0.00,4.68,4.68
657,221,33,3,10.78,6.80,0.00,0.00,32.34,32.34
658,222,34,5,13.35,6.89,0.00,0.00,66.75,66.75
659,222,38,4,7.65,4.85,0.00,0.00,30.60,30.60
660,223,17,1,33.46,19.07,0.00,0.00,33.46,33.46
661,223,45,5,16.28,11.07,0.00,0.00,81.40,81.40
662,224,21,3,10.20,5.46,0.00,0.00,30.60,30.60
663,224,56,3,12.62,5.85,0.00,0.00,37.86,37.86
664,225,47,5,30.17,15.78,0.00,0.00,150.85,150.85
665,225,45,3,17.40,11.07,0.00,0.00,52.20,52.20
666,225,50,1,26.02,13.05,0.00,0.00,26.02,26.02
667,225,2,3,11.75,7.99,0.00,0.00,35.25,35.25
668,226,57,5,6.76,4.03,0.00,0.00,33.80,33.80
669,226,22,4,17.70,11.58,0.00,0.00,70.80,70.80
670,226,7,4,8.30,4.00,0.00,0.00,33.20,33.20
671,227,31,5,5.13,3.03,0.00,0.00,25.65,25.65
672,228,41,3,25.19,17.87,0.00,0.00,75.57,75.57
673,228,22,2,17.00,11.58,0.00,0.00,34.00,34.00
674,228,40,2,15.48,8.61,0.00,0.00,30.96,30.96
675,229,47,1,30.95,15.78,0.00,0.00,30.95,30.95
676,229,53,1,22.16,12.61,0.00,0.00,22.16,22.16
677,230,5,5,5.85,2.76,0.00,0.00,29.25,29.25
678,230,5,2,6.18,2.76,0.00,0.00,12.36,12.36
679,230,23,1,11.58,6.91,0.00,0.00,11.58,11.58
680,230,26,3,5.79,3.42,0.00,0.00,17.37,17.37
681,230,13,5,10.05,6.09,0.00,0.00,50.25,50.25
682,231,58,5,4.28,2.92,0.00,0.00,21.40,21.40
683,231,26,4,5.41,3.42,0.00,0.00,21.64,21.64
684,231,26,1,5.13,3.42,0.00,0.00,5.13,5.13
685,232,27,2,11.70,5.35,0.00,0.00,23.40,23.40
686,232,6,2,5.90,3.45,0.00,0.00,11.80,11.80
687,232,28,5,4.41,2.78,0.00,0.00,22.05,22.05
688,232,27,4,10.77,5.35,0.00,0.00,43.08,43.08
689,233,24,1,29.96,14.40,0.00,0.00,29.96,29.96
690,233,13,3,9.19,6.09,0.00,0.00,27.57,27.57
691,233,32,5,29.23,17.58,0.00,0.00,146.15,146.15
692,234,1,5,16.40,8.14,0.00,0.00,82.00,82.00
693,235,20,1,11.05,7.01,0.00,0.00,11.05,11.05
694,235,59,1,4.23,1.97,0.00,0.00,4.23,4.23
695,235,48,1,40.85,17.58,0.00,0.00,40.85,40.85
696,236,12,2,6.91,3.53,0.00,0.00,13.82,13.82
697,236,25,1,5.87,3.77,0.00,0.00,5.87,5.87
698,237,22,3,17.32,11.58,0.00,0.00,51.96,51.96
699,237,4,2,8.51,4.13,0.00,0.00,17.02,17.02
700,238,17,2,34.04,19.07,0.00,0.00,68.08,68.08
701,238,40,3,15.71,8.61,0.00,0.00,47.13,47.13
702,238,5,5,5.88,2.76,0.00,0.00,29.40,29.40
703,239,31,2,4.75,3.03,0.00,0.00,9.50,9.50
704,240,15,2,4.39,1.91,0.00,0.00,8.78,8.78
705,241,10,4,11.82,6.42,0.00,0.00,47.28,47.28
706,241,53,3,23.04,12.61,0.00,0.00,69.12,69.12
707,242,36,5,19.69,11.38,0.00,0.00,98.45,98.45
708,243,22,1,17.59,11.58,0.00,0.00,17.59,17.59
709,243,27,4,10.75,5.35,0.00,0.00,43.00,43.00
710,243,52,2,36.44,23.52,0.00,0.00,72.88,72.88
711,244,44,3,13.77,9.30,0.00,0.00,41.31,41.31
712,244,15,3,3.92,1.91,0.00,0.00,11.76,11.76
713,244,16,5,5.65,3.65,0.00,0.00,28.25,28.25
714,245,23,3,11.16,6.91,0.00,0.00,33.48,33.48
715,245,16,2,5.41,3.65,0.00,0.00,10.82,10.82
716,246,38,3,7.26,4.85,0.00,0.00,21.78,21.78
717,246,15,5,4.19,1.91,0.00,0.00,20.95,20.95
718,246,34,4,12.54,6.89,0.00,0.00,50.16,50.16
719,247,48,3,38.58,17.58,0.00,0.00,115.74,115.74
720,247,6,5,6.29,3.45,0.00,0.00,31.45,31.45
721,248,39,1,26.04,16.63,0.00,0.00,26.04,26.04
722,249,38,2,7.70,4.85,0.00,0.00,15.40,15.40
723,249,54,3,10.40,5.48,0.00,0.00,31.20,31.20
724,250,33,2,11.07,6.80,0.00,0.00,22.14,22.14
725,250,16,2,5.58,3.65,0.00,0.00,11.16,11.16
726,251,40,1,16.33,8.61,0.00,0.00,16.33,16.33
727,251,48,4,39.86,17.58,0.00,0.00,159.44,159.44
728,251,14,4,3.81,2.08,0.00,0.00,15.24,15.24
729,251,36,2,19.12,11.38,0.00,0.00,38.24,38.24
730,252,56,5,12.32,5.85,0.00,0.00,61.60,61.60
731,252,15,4,3.98,1.91,0.00,0.00,15.92,15.92
732,252,37,5,7.78,5.38,0.00,0.00,38.90,38.90
733,253,44,3,14.37,9.30,0.00,0.00,43.11,43.11
734,253,17,5,32.60,19.07,0.00,0.00,163.00,163.00
735,254,46,2,23.12,14.53,0.00,0.00,46.24,46.24
736,254,1,5,14.75,8.14,0.00,0.00,73.75,73.75
737,254,51,2,23.87,17.62,0.00,0.00,47.74,47.74
738,254,58,1,4.92,2.92,0.00,0.00,4.92,4.92
739,255,2,2,12.69,7.99,0.00,0.00,25.38,25.38
740,255,32,4,26.50,17.58,0.00,0.00,106.00,106.00
741,255,25,2,5.32,3.77,0.00,0.00,10.64,10.64
742,255,8,3,8.39,5.34,0.00,0.00,25.17,25.17
743,256,40,2,17.34,8.61,0.00,0.00,34.68,34.68
744,256,59,1,4.58,1.97,0.00,0.00,4.58,4.58
745,256,60,5,3.59,1.51,0.00,0.00,17.95,17.95
746,256,52,1,33.88,23.52,0.00,0.00,33.88,33.88
747,257,32,1,27.74,17.58,0.00,0.00,27.74,27.74
748,257,42,4,11.67,5.39,0.00,0.00,46.68,46.68
749,258,36,4,20.80,11.38,0.00,0.00,83.20,83.20
750,259,40,2,17.12,8.61,0.00,0.00,34.24,34.24
751,259,31,4,4.64,3.03,0.00,0.00,18.56,18.56
752,259,27,2,11.15,5.35,0.00,0.00,22.30,22.30
753,259,11,3,3.65,2.23,0.00,0.00,10.95,10.95
754,260,41,5,26.64,17.87,0.00,0.00,133.20,133.20
755,261,42,3,11.32,5.39,0.00,0.00,33.96,33.96
756,261,1,1,14.80,8.14,0.00,0.00,14.80,14.80
757,262,11,2,3.62,2.23,0.00,0.00,7.24,7.24
758,262,10,3,11.95,6.42,0.00,0.00,35.85,35.85
759,263,31,1,4.99,3.03,0.00,0.00,4.99,4.99
760,263,9,4,4.60,2.11,0.00,0.00,18.40,18.40
761,263,32,2,26.38,17.58,0.00,0.00,52.76,52.76
762,263,38,1,7.46,4.85,0.00,0.00,7.46,7.46
763,264,44,1,13.16,9.30,0.00,0.00,13.16,13.16
764,264,46,2,21.53,14.53,0.00,0.00,43.06,43.06
765,265,52,3,33.43,23.52,0.00,0.00,100.29,100.29
766,265,45,1,16.45,11.07,0.00,0.00,16.45,16.45
767,265,31,2,4.67,3.03,0.00,0.00,9.34,9.34
768,266,16,5,5.88,3.65,0.00,0.00,29.40,29.40
769,266,48,1,38.43,17.58,0.00,0.00,38.43,38.43
770,266,51,1,25.81,17.62,0.00,0.00,25.81,25.81
771,266,2,1,11.55,7.99,0.00,0.00,11.55,11.55
772,267,19,5,35.05,20.01,0.00,0.00,175.25,175.25
773,267,15,4,3.81,1.91,0.00,0.00,15.24,15.24
774,268,32,4,27.54,17.58,0.00,0.00,110.16,110.16
775,269,24,3,30.47,14.40,0.00,0.00,91.41,91.41
776,270,24,1,31.28,14.40,0.00,0.00,31.28,31.28
777,270,21,4,10.47,5.46,0.00,0.00,41.88,41.88
778,270,51,4,26.02,17.62,0.00,0.00,104.08,104.08
779,271,23,3,11.19,6.91,0.00,0.00,33.57,33.57
780,271,59,4,4.46,1.97,0.00,0.00,17.84,17.84
781,272,42,1,10.76,5.39,0.00,0.00,10.76,10.76
782,272,17,5,33.77,19.07,0.00,0.00,168.85,168.85
783,272,52,5,35.12,23.52,0.00,0.00,175.60,175.60
784,273,32,4,26.02,17.58,0.00,0.00,104.08,104.08
785,273,45,1,16.10,11.07,0.00,0.00,16.10,16.10
786,274,53,4,22.33,12.61,0.00,0.00,89.32,89.32
787,274,1,3,14.87,8.14,0.00,0.00,44.61,44.61
788,274,58,3,4.78,2.92,0.00,0.00,14.34,14.34
789,275,23,5,11.47,6.91,0.00,0.00,57.35,57.35
790,275,45,3,16.84,11.07,0.00,0.00,50.52,50.52
791,275,3,3,13.35,7.05,0.00,0.00,40.05,40.05
792,276,22,5,15.56,11.58,0.00,0.00,77.80,77.80
793,276,51,1,25.35,17.62,0.00,0.00,25.35,25.35
794,276,2,2,11.58,7.99,0.00,0.00,23.16,23.16
795,276,19,1,33.10,20.01,0.00,0.00,33.10,33.10
796,276,36,4,19.63,11.38,0.00,0.00,78.52,78.52
797,276,18,3,20.32,12.26,0.00,0.00,60.96,60.96
798,277,1,5,14.85,8.14,0.00,0.00,74.25,74.25
799,277,51,5,25.49,17.62,0.00,0.00,127.45,127.45
800,277,22,1,16.08,11.58,0.00,0.00,16.08,16.08
801,277,22,2,16.77,11.58,0.00,0.00,33.54,33.54
802,277,51,1,24.80,17.62,0.00,0.00,24.80,24.80
803,278,19,1,34.18,20.01,0.00,0.00,34.18,34.18
804,278,7,3,8.22,4.00,0.00,0.00,24.66,24.66
805,278,11,2,3.71,2.23,0.00,0.00,7.42,7.42
806,279,41,1,28.39,17.87,0.00,0.00,28.39,28.39
807,279,29,1,11.56,7.21,0.00,0.00,11.56,11.56
808,279,40,3,17.68,8.61,0.00,0.00,53.04,53.04
809,280,15,5,4.12,1.91,0.00,0.00,20.60,20.60
810,280,3,1,13.50,7.05,0.00,0.00,13.50,13.50
811,281,33,2,10.83,6.80,0.00,0.00,21.66,21.66
812,281,44,3,13.97,9.30,0.00,0.00,41.91,41.91
813,281,49,2,19.24,10.66,0.00,0.00,38.48,38.48
814,281,34,1,13.44,6.89,0.00,0.00,13.44,13.44
815,281,39,3,24.70,16.63,0.00,0.00,74.10,74.10
816,281,56,2,11.73,5.85,0.00,0.00,23.46,23.46
817,282,1,2,14.92,8.14,0.00,0.00,29.84,29.84
818,282,38,5,8.12,4.85,0.00,0.00,40.60,40.60
819,283,13,3,9.16,6.09,0.00,0.00,27.48,27.48
820,283,30,1,11.32,5.71,0.00,0.00,11.32,11.32
821,283,30,1,11.17,5.71,0.00,0.00,11.17,11.17
822,284,22,5,17.29,11.58,0.00,0.00,86.45,86.45
823,285,50,4,24.74,13.05,0.00,0.00,98.96,98.96
824,285,54,5,10.01,5.48,0.00,0.00,50.05,50.05
825,285,41,1,26.44,17.87,0.00,0.00,26.44,26.44
826,286,56,3,13.21,5.85,0.00,0.00,39.63,39.63
827,286,37,4,8.68,5.38,0.00,0.00,34.72,34.72
828,286,14,2,3.71,2.08,0.00,0.00,7.42,7.42
829,287,6,4,5.73,3.45,0.00,0.00,22.92,22.92
830,287,22,5,17.63,11.58,0.00,0.00,88.15,88.15
831,287,42,4,11.44,5.39,0.00,0.00,45.76,45.76
832,287,25,1,5.33,3.77,0.00,0.00,5.33,5.33
833,288,29,3,10.76,7.21,0.00,0.00,32.28,32.28
834,288,9,3,4.30,2.11,0.00,0.00,12.90,12.90
835,288,54,1,9.67,5.48,0.00,0.00,9.67,9.67
836,289,1,2,15.71,8.14,0.00,0.00,31.42,31.42
837,289,26,4,5.41,3.42,0.00,0.00,21.64,21.64
838,289,44,3,13.59,9.30,0.00,0.00,40.77,40.77
839,289,21,2,10.27,5.46,0.00,0.00,20.54,20.54
840,289,33,2,10.25,6.80,0.00,0.00,20.50,20.50
841,289,39,1,25.16,16.63,0.00,0.00,25.16,25.16
842,290,34,1,13.37,6.89,0.00,0.00,13.37,13.37
843,290,40,2,17.13,8.61,0.00,0.00,34.26,34.26
844,291,24,4,31.04,14.40,0.00,0.00,124.16,124.16
845,292,57,2,6.38,4.03,0.00,0.00,12.76,12.76
846,292,32,3,28.96,17.58,0.00,0.00,86.88,86.88
847,293,12,1,6.94,3.53,0.00,0.00,6.94,6.94
848,293,15,3,4.10,1.91,0.00,0.00,12.30,12.30
849,293,36,4,19.04,11.38,0.00,0.00,76.16,76.16
850,294,8,4,8.95,5.34,0.00,0.00,35.80,35.80
851,294,52,4,32.28,23.52,0.00,0.00,129.12,129.12
852,294,54,4,9.86,5.48,0.00,0.00,39.44,39.44
853,294,33,3,10.84,6.80,0.00,0.00,32.52,32.52
854,294,7,2,8.54,4.00,0.00,0.00,17.08,17.08
855,294,15,4,4.15,1.91,0.00,0.00,16.60,16.60
856,295,56,4,12.45,5.85,0.00,0.00,49.80,49.80
857,296,13,5,9.34,6.09,0.00,0.00,46.70,46.70
858,297,15,5,4.10,1.91,0.00,0.00,20.50,20.50
859,297,9,5,4.38,2.11,0.00,0.00,21.90,21.90
860,297,56,1,12.29,5.85,0.00,0.00,12.29,12.29
861,298,27,2,11.43,5.35,0.00,0.00,22.86,22.86
862,298,36,1,21.15,11.38,0.00,0.00,21.15,21.15
863,298,11,5,3.68,2.23,0.00,0.00,18.40,18.40
864,298,32,4,28.07,17.58,0.00,0.00,112.28,112.28
865,298,38,2,7.74,4.85,0.00,0.00,15.48,15.48
866,299,19,2,33.35,20.01,0.00,0.00,66.70,66.70
867,299,22,2,16.07,11.58,0.00,0.00,32.14,32.14
868,300,26,1,5.79,3.42,0.00,0.00,5.79,5.79
